projectname,Abstract,origin_label,datasetname
chromium,host sleep should disconnect cleanly should stay connected paused state,no,ds-01-issue
chromium,right now this behavior intended work find page disappears you navigate different page same tab have feature request issue find page show every tab including new tab creation also marking this dupe,no,ds-01-issue
327284016,use default data frame door data package not loaded into global namespace but only package namespace,yes,ds-04-R-issue
impala,best tracked impala,no,ds-01-issue
gerrit,were going drop support gwt after its not worth fixing this now,no,ds-01-issue
camel,when using failover load balancer works directly given exchange and case failover clears exception state etc however this does not work too well you use processor directly then you can mutate message before failover which mean when exchange failed over then its copy input message but previously mutated message should like other eips doing defensive copy exchange,no,ds-01-issue
impala,would useful have query option return more detailed error information shell client example including dlerror strings and stack traces dont this default because many cases makes errors needlessly verbose and confusing,yes,ds-01-issue
662996139,optional you can use inheritparams detectcharactertype roxygen comment documentation detectallcharacters avoid duplicating documentation function arguments,yes,ds-04-R-issue
chromium,microsoft windows home edition sometimes when you start chrome one tabs page does not occupy all available space all other tabs screenshot and add attach,no,ds-01-issue
hadoop,did quick check avro jiras and seems there has been regression specific avro released feb found far new patch specifies version instead,no,ds-01-issue
gerrit,master submit change mobile able confirm submit confirm dialog extends beyond right side screen and button not visible until rotating device rotating device inconvenient users who have set fixed portrait mode and have settings enable auto rotation,no,ds-01-issue
chromium,suzhe can you reproduce trunk now that autocomplete soon get result ?,no,ds-01-issue
hadoop,can you provide more details about what exactly not working you due lack directory mtime ? description mentions something about job that mapreduce job ? how does fail ? there error message stack trace ? see those details might able suggest workaround,no,ds-01-issue
513993385,could clean things remove these packages that are explicitly imported,yes,ds-04-R-issue
impala,gracefully handle malformed with queries impala shell,yes,ds-01-issue
hbase,none,no,ds-01-issue
hadoop,eli authentication feature there security and trunk was just not closed,no,ds-01-issue
thrift,mechanism clients should use uniquely identify requests connection sequence,no,ds-01-issue
camel,file ftp consumer filter option should able work directories well,no,ds-01-issue
hadoop,build xml sets wrong hadoop log dir property ant test,no,ds-01-issue
camel,throwing exception,no,ds-01-issue
thrift,sorry wait,no,ds-01-issue
chromium,this issue has been fixed,no,ds-01-issue
581260935,everything looks good,no,ds-04-R-issue
chromium,can you try tests and tell what works and what does not work ? this dupe either bug bug depending your test results,no,ds-01-issue
chromium,has been merged into this issue,no,ds-01-issue
thrift,closing http client already fully customizable see previous comment,no,ds-01-issue
hadoop,this expected since this patch adds deprecation these same tests are failing other patches and are unrelated this patch,no,ds-01-issue
gerrit,now understand your position very well with api provider and consumer and and are different projects cannot ancestor parent relationship git would provide within single repository looking proposed solution first post think doesnt cut yet say you have repoa and repob which you develop changes and depends you can have change with same change but different legacy change numbers targeted different branches what you would really need write down policy wise depends integrated repob master could also just cherry picked testing such regarding examples assuming were have such policy enforcement place non atomic merge would violate this policy which would bad design why would allow gerrit violate policy which told enforce ? thought similar idea very neat had code say change repoa and change repob are same topic special case with circular dependency and both would submitted and have submodule subscriptions enabled such that changes repo will feed into common superproject then both changes and would come into superproject via single commit updating both submodules that commit want revive that topic once done with mergequeue refactoring though,no,ds-01-issue
gerrit,think kasper implemented this,no,ds-01-issue
307566396,can see length issue groups,no,ds-04-R-issue
impala,post patch solve problem,no,ds-01-issue
thrift,glad review you can thanks very much,no,ds-01-issue
gerrit,well its clearly possible hide some patchsets however given that gerrit assigns patchsets numbers its even displayed some things could have relies these sequential numbers note that gerrit actually identifies patchsets internally revision even actually removing might feasible but clearly work,no,ds-01-issue
gerrit,delete project failed with exception error,no,ds-01-issue
hadoop,has anyone seen this recently ?,no,ds-01-issue
hbase,integrated into trunk and thanks,no,ds-01-issue
gerrit,see this issue has been closed but still experiencing gerrit have tried both chrome and firefox both normal and private incognito window none successfully render copy clipboard icons neither next commit change nor download dropdown what see chrome are very small rectangles with black outline and firefox see small squares containing with black outline running firefox and google chrome bit sorry but dont see use flash clipboard helper preference firefox can you tell where ? thanks tom,no,ds-01-issue
impala,you are right should always consider partition with highest memory requirement while estimating scan range,no,ds-01-issue
chromium,thanks report,no,ds-01-issue
thrift,long there special treatment list byte thus compiler should emit adequate warning when list byte,yes,ds-01-issue
camel,currently looking into dependencies betwen packages camel core packages org apache camel and form camel api trying make them not depend other packages from camel core one problem there starter class main needs access impl packages needs start camel should not live org apache camel propose move not break anything right now will create deprecated class main org apache camel that extends moved main can remove deprecated version camel,yes,ds-01-issue
hbase,needed limit again meantime datanodes had trouble and some were restarted after all datanodes were and reporting namenode within time limits again but metascanner was unhappy throwing ioe above there anything that can done ioe metascanner like this ? not never mind,no,ds-01-issue
impala,going disable generating queries with start end unbounded preceding preceding preceding preceding,no,ds-01-issue
gerrit,please use screenshots since some members project are not googlers,no,ds-01-issue
gerrit,implemented,no,ds-01-issue
camel,see should able this camel already just need cook example doco,yes,ds-01-issue
hbase,sorry brain lag,no,ds-01-issue
gerrit,has been merged into this issue,no,ds-01-issue
hadoop,possible replacement link target,no,ds-01-issue
chromium,new tab button overlapped with minimize button window,yes,ds-01-issue
camel,extra white space blueprint xml uri sql select from eng while spring throws relevant exception,no,ds-01-issue
540873896,this could reduce deeply nested logic your code and make rclean easier maintain,yes,ds-04-R-issue
chromium,extensions toolstrip has been replaced with browser actions,no,ds-01-issue
662996139,optional uniformise indents your code,yes,ds-04-R-issue
gerrit,this was changed last nite,no,ds-01-issue
hadoop,hadoop common changes required support hdfs acls,no,ds-01-issue
hbase,committed master now,no,ds-01-issue
camel,okay have updated release page,no,ds-01-issue
hbase,doesnt close filesystem,no,ds-01-issue
hbase,incorrect block cache count and size are caused removing duplicate block key lrublockcache,no,ds-01-issue
443916002,after few commits stats improved,no,ds-04-R-issue
camel,related commit,no,ds-01-issue
hadoop,chance stream leakage compressorstream,yes,ds-01-issue
gerrit,account cant browse site,no,ds-01-issue
chromium,ccing mac dude case has any opinion cls,no,ds-01-issue
chromium,yes same issue,no,ds-01-issue
impala,this counter has slightly different structure than existing ones causing tool parse this have issues,no,ds-01-issue
hbase,there was conversation mailing list about removing this misfeature but couldnt find associated jira its already been filed feel free mark this one duplicate,no,ds-01-issue
hadoop,this should simple exclusion maven ? are you going provide patch ? not then maybe can look,no,ds-01-issue
impala,consider adding workaround high memory estimates admission control,no,ds-01-issue
impala,commits are,no,ds-01-issue
camel,incorrect transferexchange option test camel jms component,no,ds-01-issue
hadoop,submitting patch hudson should pick correct one,no,ds-01-issue
impala,when not use refresh table clause script query table make wrong result rows selected script appear partition not exist error these three script execute together through ctr ctr impala shell termial you will find problem seem metadata synchronize between different nodes delay cause problems,no,ds-01-issue
hadoop,code looks good,no,ds-01-issue
hbase,marking closed,no,ds-01-issue
hadoop,trunk windows build broken after hdfs,no,ds-01-issue
gerrit,could you please fix this also,no,ds-01-issue
camel,test dead since checkin git svn you enable xalan testing classpath,yes,ds-01-issue
camel,ive attached sed script that will make change left property prefix alone you want change that too its easy hand string property prefix camelbox string property prefix string chunk size property property prefix chunksize but file should changed folderid folderid string class should now folderid string class two occasions sed can invoked putting and running find from camel box folder find type exec sed box sed builds after this change but will incompatible with existing users code,no,ds-01-issue
534956035,although you not seem work rstudio suggest add rstudio project file root directory necessary additions rbuildignore,no,ds-04-R-issue
impala,review hive implementation see anything special needs done dml hive column masking design doc does not reflect current code,yes,ds-01-issue
hadoop,randomwriter using phased file system,no,ds-01-issue
gerrit,hmm strange its not happening now,no,ds-01-issue
hadoop,patch now that style problems have been fixed have committed this trunk and branch thank you contributing patch,no,ds-01-issue
hadoop,this will lead very unmaintainable code absolutely not want have nested retries different contexts,yes,ds-01-issue
gerrit,with branch level permissions users need easy way find approver,no,ds-01-issue
thrift,problem with sending request with cyrillic utf from node java,no,ds-01-issue
gerrit,not able update contact information,no,ds-01-issue
chromium,this necessary support password protected status receiver,no,ds-01-issue
hbase,will submit some simple patch tomorrow are hitting this lot under high load soon can make test slightly less ugly,yes,ds-01-issue
thrift,none,no,ds-01-issue
impala,please ask questions user list,no,ds-01-issue
hbase,allow storescanner drop deletes from some part compaction range,no,ds-01-issue
impala,this related commit some sort latent bug ? didnt look too much into why destructor test env was invoked twice thought was single threaded,no,ds-01-issue
hbase,test failure reports have run all tests and passed them think this failed have nothing with this commit,no,ds-01-issue
chromium,thanks catching this one mehmet,no,ds-01-issue
hadoop,granted but supporting two filtering interfaces will likely cause maintenance headaches and more burden implementor rather pick api and not support all possible variants filesystem more efficient with path based filtering can still work with filestatus objects either populating them lazily filling them with defaults what many shims anyway even failing user queries unsupported data since globstatus returns filestatus objects any implementation will need construct them set accepted paths anyway given that api seems biased toward filestatus objects rather endure penalty hypothetical that doesnt return this information rather than maintain two separate filtering apis,yes,ds-01-issue
camel,created gzip data format,no,ds-01-issue
gerrit,seems ive not tested project dashboards enough its also reproducible gerrit review with regular maintainer dashboard project dashboard title browser reviews which not expected per configuration dashboard title maintainer dashboard,yes,ds-01-issue
hadoop,both mapfile reader and writer have close method with right signature they just need declare that they implement closeable,no,ds-01-issue
thrift,this was resolved inside python you use python later believe,no,ds-01-issue
310839849,all args should simply passed file path and not paste,yes,ds-04-R-issue
hadoop,thanks acm and mahadev,no,ds-01-issue
chromium,able reproduce this issue stable build windows and linux ubuntu,no,ds-01-issue
thrift,improve type mappings,no,ds-01-issue
hadoop,ping need this thanks,no,ds-01-issue
chromium,only relates chrome set some custom search engines set account sync you remove your chome profile switch new chome instance search engine not synced that all search engine setting will synced nothing even though select everything see there not check box search engines,no,ds-01-issue
hadoop,hey are you still seeing this test failed you ?,no,ds-01-issue
gerrit,try abandon change click abandon button fill out drop down text box click abandon button way over more drop down box and click click abandon fill out abandon message pop window click abandon additional step added common workflow new,no,ds-01-issue
thrift,this version conforms way java version works also includes per field docstrings mixed with generated fields constant that people browsing code schema info like users can see what fields are all about,no,ds-01-issue
gerrit,wrong issue tracker this issue tracker gerrit code review project but what you describe has nothing with gerrit,no,ds-01-issue
thrift,winhttp comes with limited autoproxy support order actually use there some extra work required application level see,yes,ds-01-issue
hbase,fails with,no,ds-01-issue
328281360,recommend removing flexibility and only letting api receive json since validation information only returned json data,yes,ds-04-R-issue
camel,looks like bug think should also update spring schema file reflect this change,no,ds-01-issue
camel,can you configure brokerurl component you dont have configure endpoint ? just like jms component etc,no,ds-01-issue
thrift,this still issue should close ?,no,ds-01-issue
342724843,general function documentation minimal point being somewhat unhelpful,yes,ds-04-R-issue
hadoop,version depends which uses bcel this does not work well with new lamda expression depends which works around this problem using custom release bcel,no,ds-01-issue
hbase,currently not maybe should just close this one,no,ds-01-issue
chromium,this most recent version version linux ubuntu cpu architecture bit bit bit window manager urls relevant behavior linux firefox behavior windows chrome you have access launch chrome install zombie drop app from webstore play app try full screen mode with should able play should work plugin got crashed unable reproduce not working attach screenshot and backtrace possible unfortunately unable reproduce plugin crash see attachment,no,ds-01-issue
camel,while camel irc listens events channel very nicely you send camel irc consumer message directly ignores,no,ds-01-issue
thrift,none,no,ds-01-issue
thrift,merge obviously only keen contribute back community but believe this merge would also very helpful them its just idea but think could keep their contribution parallel existing library they have done themselves perhaps cpp would probably better name though could activate deactivate individual libraries separately with autoconf has many different dependencies although have nothing against merging their new features back current cpp library think new library would definitely much easier and probably only way could possibly get all new features and improvements all know there were many tickets and votes also compatibility and discussed its probably impossible have and same time keep back compatibility with legacy code any thoughts ? know would increase maintenance efforts but not more than any other new target language dialect cheers henrique,no,ds-01-issue
hadoop,agree that shouldnt use snapshot options outlined option possible ? how about getting that done ?,no,ds-01-issue
hadoop,thanks reviewing patch have committed this,no,ds-01-issue
impala,docs review how impala works with hadoop file formats,no,ds-01-issue
hadoop,submitting new patch,no,ds-01-issue
325815951,this isnt required but important clearly separate components code base and documentation both ehr manipulation and cchic use case,yes,ds-04-R-issue
hbase,test passed hanging failing tests were not touched patch,no,ds-01-issue
hadoop,addressed your comments above with respect tests this particular case patch seems extremely straightforward but hard test with unit tests custom patch tests this issue exposed hdp integration tests that inject random failures would good have thorough code review instead reference,no,ds-01-issue
camel,here patch consists two files one camel core and one camel netty http had change clone method interface streamcache streamcache clone exchange exchange because needed count exchanges which are relevant cached file regards franz forsthofer sap mail,no,ds-01-issue
gerrit,yes would agree thats probably best way fix this problem however think should fix gerrit now would suggest setting submodule absolute url and also report this issue upstream git,no,ds-01-issue
hbase,hql bug hql will removed,no,ds-01-issue
hbase,undo core hbase caching start and end row,no,ds-01-issue
hbase,deprecate htablepool and htablefactory,no,ds-01-issue
hadoop,this sorta kinda exists undocumented configuration slave host name right ?,yes,ds-01-issue
hadoop,ive seen this datanode this time similar described long time ago hadoop thousands dataxceiver threads are deadlocked epollwait like below ramkrishna your patch intended address this java bug and providing workaround ? there way test condition any form ? also should probably rename this jira has more general application,no,ds-01-issue
gerrit,this already fixed,no,ds-01-issue
hbase,still have uts and testadmin test split functionality overall tests split component level,no,ds-01-issue
hbase,test failure looks like usual issue with running rsgroup tests parallel precommit ran them once one them timed out dont think these should all run parallel like that underpowered test resources,no,ds-01-issue
camel,pull request submitted,no,ds-01-issue
hbase,agree with that but more logical level doesnt setting this closed true mean that close method was called and zookeeper session itself was closed ? setting this closed true without executing close shouldnt done even special cases right ? such that case then this aborted itself should used instead closed right ? ?,no,ds-01-issue
camel,performance issue camel sftp,no,ds-01-issue
camel,lets keep current behavior,no,ds-01-issue
hbase,patch,no,ds-01-issue
hadoop,output from ant test patch release audit flagged because changes shell and checking javac warnings does not point any changes which were made this patch all tests passes successfully local box,no,ds-01-issue
gerrit,also found that wont add you doint select from auto drop down even you spelt projects name correctly,no,ds-01-issue
hadoop,provide kerberized ssl encryption webservices,no,ds-01-issue
impala,this caused workaround set silent option true,no,ds-01-issue
hbase,from bulk load feature uses mapreduce job output table data hbases internal data format and then directly loads data files into running cluster using bulk load will use less cpu and network than going via hbase api have been working with specific implementation and can envision class applications that reduce data into large collection counters perhaps building projections data many dimensions process one can use hadoop mapreduce engine accomplish this given data set and use move result into place live serving natural summation over very large counter sets emit counter increments data set and projections thereof mappers use combiners partial aggregation use reducers final summation into hfiles however not possible then merge set updates existing table built manner above without either joining table data and update set into large temporary set followed complete rewrite table posting all updates increments via hbase api impacting any other concurrent users hbase service and perhaps taking times longer than updates could computed directly into hfiles like original import both these alternatives are expensive terms cpu and time one also expensive terms disk propose adding incremental bulk load support increments here sketch possible,no,ds-01-issue
hadoop,trunk code has received numerous bug fixes related utf encoding recently observed branch based cluster fail load its fsimage due these bugs ive confirmed that bug fixes existing trunk will resolve this like backport branch,no,ds-01-issue
camel,think got covered now will more testing but have reworked camel http and camel jetty little big use endpoint configured options over component configured not mess with component configured using single shared that whats meant properly registering http https with correct port number schemeregistry,yes,ds-01-issue
gerrit,codebase should scrubbed gwt relevant code,no,ds-01-issue
hbase,thanks guanghao zhang will look morning,no,ds-01-issue
177408867,really like how youve got five functions and each maps five different api queries that are available,no,ds-04-R-issue
hbase,working that right now,no,ds-01-issue
camel,yep just testing some mods now will hopefully have ready soon ill assign this issue myself,no,ds-01-issue
camel,clean camel cxf,yes,ds-01-issue
hadoop,fix trunk build,no,ds-01-issue
hbase,looking protobuf has nice release notes and bin artifacts listed yeah does rcs too sure pointing elsewhere actual download,no,ds-01-issue
hadoop,leasemanager does not remove paths from sortedleasesbypath removelease should matter lease haspath returns true false,no,ds-01-issue
hbase,code review link here,no,ds-01-issue
chromium,cant reproduce chrome please request opening you have more data,no,ds-01-issue
camel,thank you hint with rollback already using custom poll strategy and could implement fix usecase there,no,ds-01-issue
chromium,was looking mac canary yesterday,no,ds-01-issue
hadoop,adding initial patch,no,ds-01-issue
impala,problem scan node even its scanning only one file one block but replica hosts count should one but execsummary showed instead,no,ds-01-issue
camel,access log entry one request looks like xnio task info accesslog post foo http,no,ds-01-issue
camel,nicola wonder you get these errors also ?,no,ds-01-issue
327687769,liked example plots and manipulations readme although those might more appropriate vignette rather than readme,yes,ds-04-R-issue
307566396,that would suggestion this but leave precise wording you,no,ds-04-R-issue
impala,match behavior above statement below should allowed statement below should trigger not modify system database,no,ds-01-issue
camel,thanks lot your feedback read contributions guidelines but like know can firstly begin develop this component and only after try propose community possible ? will follow discussion and issue tracker but just development time about component thanks advance again,no,ds-01-issue
hadoop,this wont sure also common doesnt need system test xml present because its content only used hdfs and clusters,no,ds-01-issue
hadoop,thanks feedback chuan have addressed most your comments most secureioutils changes dont seem applicable trunk there equivalent posix fadvise win but may able achieve similar effect passing flags createfile can address that separate patch,no,ds-01-issue
hbase,can use begin ensure block ensure not leak ?,yes,ds-01-issue
hbase,note that this can solved bumping number compaction threads but still seems like this priority inversion should dealt with theres store with big file and flushes sitting around and minding its own business when decides compact compaction created and put queue its low priority doesnt get out queue some time other stores are compacting meanwhile more files are flushed and decides compact this compaction now has higher priority than first one after that load high enters vicious cycle compacting and compacting files they arrive with store being blocked and off with compaction staying queue minutes that ive seen wonder why thing thing where queue compaction and compact separately perhaps should take snapshot all store priorities then select order and execute first compaction find this will need starvation safeguard too but should probably better btw exploring compaction policy may more prone this can select files from middle not just beginning which given treatment already selected files that was not changed from old ratio based one all files with lower seqnums than ones selected are also ineligible further selection will make more files ineligible imagine with blocking files with present being selected and getting stuck today see case that would also apply old policy but yesterday saw file distribution something like this unfortunately enough logs figure out how resulted,yes,ds-01-issue
thrift,now relative project root,no,ds-01-issue
hbase,deleted local logs but downloaded them from nightly master build artifacts look any run where fails,no,ds-01-issue
hbase,example row,no,ds-01-issue
hbase,didnt modify any javadoc dont believe this patch was responsible that warning committed trunk,no,ds-01-issue
513993385,found package reliable and stable but was bit hard follow where vignettes were located after local install and there were few vignette issues see above,no,ds-04-R-issue
hadoop,checked this into trunk branch and branch,no,ds-01-issue
camel,yeah first glance this could good idea users listening this remember use jira voting system and course fell free comment work such component love contributions,no,ds-01-issue
thrift,precision should bits need after dot after dot double type,yes,ds-01-issue
chromium,presumably that will disable all warning though ? surely would better give user allow exception plugin plugin basis keep browser secure possible ?,no,ds-01-issue
hadoop,just committed this thanks todd !,no,ds-01-issue
hadoop,cool ill have crack tomorrow afternoon can you remind committer workflow again its been while since submitted patch and dont want waste anyones time thanks,no,ds-01-issue
chromium,chrome magic signature,no,ds-01-issue
impala,impala docs use aes gcm spill disk encryption when clmul instruction present and performant,no,ds-01-issue
hbase,remove logging nsre from mtl other minor fixup spent some time unable read additional data from client sessionid likely client has closed socket turning off ipv seemed clear this one locally but common complaint you search around this latter case not ipv there also stall when standalone couple seconds will look that another issue this will this issue now,no,ds-01-issue
gerrit,update shawn pearce sop google com fixed version,no,ds-01-issue
hadoop,eugene uploading patch tweaking your patch daryns comments hope this with you ive tested with local hdfs filesystem,no,ds-01-issue
chromium,unable repro canary win can you try repro again tip tree canary and also provide info platform ?,no,ds-01-issue
thrift,was not able reproduce any problems using thrift given age this defect going resolve not reproducible,no,ds-01-issue
hadoop,reduce frequency counter updates task tracker status,no,ds-01-issue
camel,incorrect caching type converter misses nan,no,ds-01-issue
camel,routebuilderref should work out box with spring and dependency injection,no,ds-01-issue
hbase,wrong usage messages shell commands,yes,ds-01-issue
hadoop,this being added bugrep that other people can find and workaround machine testfilesystem will hang even overnight even though build was set with timeout halting build left jvm running was not being killed under ide main thread appears hung native library call get stack trace somewhere inside log ide could not halt build and could not shut down cleanly either fix this problem was edit and switch log log pattern that did not print line code given that working out stack trace can expensive call and that can apparently hang some jvms perhaps should not default,yes,ds-01-issue
hbase,closing dup some current changes dont have jiras though,no,ds-01-issue
hadoop,committed trunk branch branch branch branch and branch thanks contribution ! also thanks and !,no,ds-01-issue
hadoop,thank you cant think any reason why this thread should swallow without trace not performing any operations that should inherently generate ine far can see and someone else sends ine ought interrupt thread can you include stack trace that this exception has better chance getting noticed ? also capitalize error ? pending those changes,yes,ds-01-issue
camel,running tests fails with features that uses servlet api with karaf suspect its recent jetty and servlet upgrade that causing problems,no,ds-01-issue
hbase,looks like this not issue and later code has changed lot and then again trunk but looks like this covered there only committing,no,ds-01-issue
chromium,crash when closing tab,no,ds-01-issue
impala,use yarns check user has access resource pool user not remote system hadoop will write scary looking message and stack log this not actually functional problem but this spew may appear impalad logs and should hidden when connect remote impalad where not user local system our logs will show,yes,ds-01-issue
camel,cache component needs check null values during get operations,yes,ds-01-issue
hbase,thanks btw commented configs test are not needed will remove them upon commit everything else works out,no,ds-01-issue
chromium,pleae get backtrace,no,ds-01-issue
thrift,include unistd conditionally,no,ds-01-issue
hbase,ive committed this online snapshot branch reminder this branch here offline branch here,no,ds-01-issue
283799109,integer method doesnt defer but instead uses sample,yes,ds-04-R-issue
thrift,part effort use non blocking server using libevent windows was necessary remove use pipe notification mechanism signal end task propose use evutil socketpair instead tested with libevent patch included please see more details,yes,ds-01-issue
chromium,happens all channels build official build official build developer build any other browsers safari fail safari nightly fail firefox steps launch chrome type any letter into site search box say hebrew auto complete suggestions come from site should show now observe position hit quot enter quot search word after page finish loading type some letter again observe result now auto complete suggestions show wrong position expected auto complete suggestions should always show right below search box,no,ds-01-issue
hadoop,paths without schemes were being used maptask java local split file was being written into dfs mistake this patch fixes that problem makes dfs client reject illegal names immediately and adds new static method get local file system,no,ds-01-issue
hbase,right added key wrong and never used missing bucket mentioned and should reading only then operator can set sizes wrong property misleading most but needs fixing anyways,yes,ds-01-issue
chromium,jeanluc google com tue sep pdt changed paths add debugger list dependencies browser remove redundant entries bug test compile all targets make sure they link cleanly review url,yes,ds-01-issue
thrift,polishing glib code,yes,ds-01-issue
camel,allow expressions such xquery used transformer,no,ds-01-issue
gerrit,have absolutely idea why this broken and have been working triaging last two days now well just disable line numbers,no,ds-01-issue
hadoop,uploaded patch addressing cos comments,no,ds-01-issue
hbase,have you checked whether failure was related patch ?,no,ds-01-issue
hbase,created configuration option expiration progress snapshots now master checks this well modified timestamp snapshotinprogress and only deletes when snapshot expired thought days would conservative starting value this really hurt when did exportsnapshot that took week complete,no,ds-01-issue
hadoop,fixed broken samplers section title added newlines ease editing,yes,ds-01-issue
camel,faster testing with seda endpoints shutting down seda endpoints faster,yes,ds-01-issue
thrift,committed,no,ds-01-issue
gerrit,change action progress indicator vertical alignment,no,ds-01-issue
impala,some top offenders fine removing these myself but not sure which would useful keep around either debug info messages,no,ds-01-issue
gerrit,reported shawn pearce sop google com source jira gerrit users default context preference set settings not taken into account when rendering patch context view,no,ds-01-issue
camel,noticed that synchronous false used primarily producers and asyncconsumer parameter exists only jms consumer suppose that synchronous parameter can used determine whether both producers consumers should synchronous maybe jms consumer should consider using synchronous parameter instead asyncconsumer prevent introduction new parameters same thing other components patch was replaced involve usage synchronous parameter,no,ds-01-issue
camel,would really that complex decouple from camel such way that not required use camel ? not suppose could forked,no,ds-01-issue
camel,camel spring causes wrong dependent beans,no,ds-01-issue
chromium,fionaven file bug with all information version specific url etc official answer but before you that you might want check make sure you have enough filespace download was surprised check our stats recently and find out that about all interrupted cases were running out file space,no,ds-01-issue
thrift,ntohll macro redefined,yes,ds-01-issue
662996139,optional may useful users mention differences between treedata table and extractvector namely that treedata table has extra exact argument enable partial match while extractvector can extract multiple col,yes,ds-04-R-issue
chromium,linux different should probably keep this open there,no,ds-01-issue
camel,attached possible solution with unit test,no,ds-01-issue
hadoop,think line numbers are really useful and would hate turn them off default how about doing reverse your patch where there configuration that doesnt have line numbers that can selected ?,no,ds-01-issue
gerrit,create review using gerrit cherry pick another branch using gerrit web interface cherry pick does not assign new unique change but reuses change from this was surprise and wondering intentional reuse change not new human readable number assigned why not new unique change ? abandon original review rest api does not work against change would expect rest api work against review created and whether not review abandoned,no,ds-01-issue
impala,sorting required window functions need create micro benchmark sorting,no,ds-01-issue
hbase,please fix below javadoc warnings well comment mentioned above other parts lgtm,yes,ds-01-issue
hbase,add counters files skipped during snapshot export,no,ds-01-issue
camel,scala module deprecated use java module onwards,no,ds-01-issue
thrift,add libevent and openssl docker images,no,ds-01-issue
camel,camel you add all headers except http header this way more difficulty exclude some headers better perhaps use special map these headings does thing think ?,yes,ds-01-issue
chromium,chrome dll main mess,yes,ds-01-issue
chromium,this most recent version ubuntu version ubuntu cpu architecture bit bit window manager nautilus urls relevant behavior linux firefox fine behavior windows chrome you have access use html tag pre write some text compare output chromium firefox pre pre font default has same family attribute attach screenshot and backtrace possible like way render pre,yes,ds-01-issue
hbase,accidentally included dep change that caused license issues looks like might not need anyway you lads run into any this ? care review ?,no,ds-01-issue
hbase,agree,no,ds-01-issue
thrift,cmake does not build xml generators,no,ds-01-issue
chromium,cant reproduce this still happening please submit new bug,no,ds-01-issue
hbase,thanks this was worked one new engineers doing bootcamp facebook there formal procedure create jiras new people who are trying hbase tasks just try out how hbase feels like can follow same procedure when assign tasks bootcampers internally,no,ds-01-issue
hadoop,webui does authentication spnego custom and then drops cookie once cookie expires webui displays page saying that authentication token expired user has refresh page get authenticated again this page can avoided and user can authenticated without showing such page user also when cookie expires warning logged but there need log this this not any significance,no,ds-01-issue
hbase,tests passed committed trunk and back ported committed,no,ds-01-issue
gerrit,what mean you scroll all way down bottom diff there should horizontal scrollbar scrollbar will not visible you have not scrolled down are you unable scroll diff horizontally using something other than clicking and dragging scrollbar itself ? will adjusting your diff preferences solve this issue you ? you might use fit screen setting which would prevent horizontal scrolling diff other preferences that may help reducing line length default perhaps reducing font size,no,ds-01-issue
impala,analyticevalnode should have results ready after open,no,ds-01-issue
hbase,when using hbase shell see should used,no,ds-01-issue
662996139,since you provide head method treedata table would nice have tail method well,yes,ds-04-R-issue
thrift,users updating newer version thrift what kind changes will necessitate ?,no,ds-01-issue
thrift,its broken you use binary values proto valdata protos protos write protos keytype keydata protos write protos valtype valdata protos end proto data dict fold always return valdata list and therefore guard always match first one write this string str when list str this write this length str this write this this write this string bin when binary bin this write this size bin this write this bin this,no,ds-01-issue
camel,see nabble,no,ds-01-issue
gerrit,part,no,ds-01-issue
impala,skye issue here that tuple null subtree constant evaluate with null tuplerow does not like that can you work with alex figure out what semantics are that predicate when const ?,no,ds-01-issue
camel,there some important information such servletrequest can access from cxf message need let defaultcxfbinding copy cxfmessage into camel message access these information from camel route,no,ds-01-issue
396415373,test suite takes quite long time run think about theres any way shorten them pretty sure cran maintainers will complain about time what get,yes,ds-04-R-issue
gerrit,what browser are you using ? are trying repro this but havent been able yet,no,ds-01-issue
camel,closing tickets,no,ds-01-issue
hadoop,thanks comment removed entry from core default xml because default neversampler defined would like left description tracing apt because users still can use setting trace sampler though config key should specified rather than java code,yes,ds-01-issue
hadoop,got compile error getlength should changed,no,ds-01-issue
gerrit,where are you entering comment ? are you typing reply dialog one smaller file diffs ?,no,ds-01-issue
gerrit,not able resolve comment,no,ds-01-issue
chromium,firefox does not this tho neither does adding random dummy param end url even you quit chrome and restart believe from testing fixes but issue intermittent and esp problem ajax calls,no,ds-01-issue
283799109,there bug how double last names spanish are generated,yes,ds-04-R-issue
hbase,show backup restore progress,no,ds-01-issue
chromium,okay look this way work google search sre get paged because theres problem with websearch try where jobs are being run pressing alt and typing and dont type local but rather identifier our cluster management software end with page search results try again try different combinations eventually just master local and work way through interface appropriate page meanwhile were serving errors our users yes could search realistically however obviously not please make relatively easy power users directly url they know thanks ! brian search sre bcwhite google com,no,ds-01-issue
chromium,working intended blessed behavioral change,no,ds-01-issue
camel,havent yet made completely clear why that duplicates happen though pull request submitted did fix issue also invoked when connection recovery happens mqtt client internally invoking disconnect due this event triggers unnecessary connection initialization not really just doing connected false without disconnect its even worse old connection remained open also added setting tracer mqtt when trace enabled,no,ds-01-issue
hbase,hbase rest checkstyle reports lot violations remaining violations tests should fixed,yes,ds-01-issue
hbase,avoid extra seek filelink open,yes,ds-01-issue
hadoop,more than nit have leave deprecation goal this jira merely reinstate deleted methods old deprecation should remain,yes,ds-01-issue
thrift,theoretically could same with delphi could ?,no,ds-01-issue
gerrit,could you elaborate where else should links added ?,no,ds-01-issue
