projectname,Abstract,origin_label,datasetname
lucene-solr,solr update work with jdk,no,ds-02-commit
trafficserver,restore autoreconf,no,ds-02-commit
camel,camel camel twitter allow configure http proxy component level remove not use options component docs,yes,ds-02-commit
brooklyn-server,clarify reuse addr behaviour and check all nics when starting web server,no,ds-02-commit
myfaces-tobago,tobago revise demo application tobago restructure menu and directories developed with hnoeth,no,ds-02-commit
parquet-mr,add compatibility report,no,ds-02-commit
attic-apex-malhar,fix project template,no,ds-02-commit
groovy,groovy builder with initializer strategy and properties results classformaterror side effect closes,no,ds-02-commit
systemds,maven setup restructure maven setup,no,ds-02-commit
camel-k,fix olm add missing internal objects annotation kustomize base csv manifest,no,ds-02-commit
beam,beam fix exception type inmemoryjobservice when job not found,no,ds-02-commit
cxf,fix cxf set securitycontext jms transport tibco ems,no,ds-02-commit
incubator-weex,merge branch ios input dev https github com kfeagle incubator weex into wip dev,no,ds-02-commit
kylin,merge branch inverted index https github com kylinolap kylin into inverted index,no,ds-02-commit
brooklyn-server,logging brooklyn persister thread jclouds messages separate file when server with persistence object store enabled manages lots entities jclouds log overwhelmed messages logged from brooklyn persister thread one case logging rate half million lines every four minutes appender added this commit alleviates little ! this logging overload anecdotal measurements ratio between persister log and jclouds log sizes with entities entities persister log times size jclouds log entity entities entities entities,no,ds-02-commit
activemq-artemis,changing gitignore,no,ds-02-commit
nifi,revert nifi address issue where listenlumberjack was sending long numbers back clients instead int this reverts commit dafc,no,ds-02-commit
couchdb,recloses couchdb view etags thanks matt goodall tests keep coming !,no,ds-02-commit
skywalking,merge pull request from zhangkewei npe agentstream with remoteworker,no,ds-02-commit
druid,simplify sql metadata storage,yes,ds-02-commit
hive,merged with trunk,no,ds-02-commit
myfaces-tobago,update jdk enforcement release use normal tomahawk jsf testing,no,ds-02-commit
hbase,hbase remove unnecessary draw system entropy from,yes,ds-02-commit
hbase,hbase use region name not encoded name when region not current server,no,ds-02-commit
calcite,calcite visit sqlinsert with sqlshuttle cause zhaohui,no,ds-02-commit
spark,spark sql hive warehouse dir not set current directory when not doc change align with hiveconf default terms where create warehouse directory closes from xwu spark commit,no,ds-02-commit
ambari,ambari unit tests object utils date effects updater denis buzhor via onechiporenko,no,ds-02-commit
zeppelin,hotfix fix failure,no,ds-02-commit
ignite,ignite visorcleartask minor fix,no,ds-02-commit
hadoop,yarn uiv build broken trunk contributed adam antal,no,ds-02-commit
airflow,stop creating hook instantiating operator operator was initializing hooks instantiating instead execute resolves,no,ds-02-commit
hbase,hbase unsafeavailchecker wrongly returns false ppc,no,ds-02-commit
skywalking,instance health web working with collector success,no,ds-02-commit
shardingsphere,replace ovfotjrsi,no,ds-02-commit
avro,update jackson this changes lot apis due jacksons package rename but most part its search replace type changes,no,ds-02-commit
spark,spark sql enable auto bucketed scan default disable only cached query what changes were proposed this pull request ? this enable auto bucketed table scan default with exception only disable cached query similar aqe reason why disabling auto scan cached query that cached query output partitioning can leveraged later avoid shuffle and sort when doing join and aggregate why are changes needed ? enable auto bucketed table scan default useful can optimize query automatically under hood without users interaction does this introduce any user facing change ? how was this patch tested ? added unit test cached query scala also change bunch unit tests which should disable auto bucketed scan make them work closes from enable auto bucket,no,ds-02-commit
incubator-brooklyn,fix use date command linux,no,ds-02-commit
flink,hotfix let jobleaderservice terminate leader retrieval services,no,ds-02-commit
cloudstack,cloudstack added support uploading chain certificates ssl certificate dialog added new field root certificate button add intermediate certificates necessary when this pressed new field called intermediate certificate added pressed again intermediate certificate field added and upload certificates order first root certificate with then intermediate certificates with and finally server certificate when uploading certificate wait upload completed successfully and only then proceed uploading next one one fails report failure and dont continue with remaining,no,ds-02-commit
jmeter,fixed how interleavecontoller dealt with controllers that returned false hasnext,no,ds-02-commit
beam,convert pipelineoptions output type pre validation converting target class prior validation ensures that all properties that are required via validation required annotation and any other invocations methods target class are available before validation logic executed release notes moe migrated revid,no,ds-02-commit
trafficcontrol,remove debug,no,ds-02-commit
bigtop,bigtop update oozie website references,no,ds-02-commit
incubator-dolphinscheduler,dockerfile add application api properties and change application properties application dao properties connectionfactory add paging intercepter remove spotbugs annotations jar lgpl protocol test catch exception transaction method does not take effect modify evn rollback datasourceservice rollback logviewservicegrpc rollback dockerfile add application api properties and change application properties application dao properties,no,ds-02-commit
camel,upgrade kubernetes openshift client version,no,ds-02-commit
infrastructure-puppet,kif updates set notify true hipchat,no,ds-02-commit
ignite,minor,no,ds-02-commit
tinkerpop,got detachedxxx itertors serializable and got giraph working again phew thought was about into hadoop hole now time make detachedxxx bad ass,no,ds-02-commit
tinkerpop,make test iteration order independent,no,ds-02-commit
cxf,update latest httpcomponent versions,no,ds-02-commit
usergrid,fix usergrid poked directly master given high priority,no,ds-02-commit
hadoop,hadoop netutils canonicalizehost gives different value same host,no,ds-02-commit
storm,storm allow users have storm env under config dir set custom java home and other env variables,no,ds-02-commit
hbase,hbase visibility labels support visibility labels user groups jerry,no,ds-02-commit
brooklyn-server,this closes github added presentinstances method maybe,no,ds-02-commit
incubator-dolphinscheduler,online editing prohibited,no,ds-02-commit
myfaces-tobago,update maven resource plugin,no,ds-02-commit
ignite,sprint minor,no,ds-02-commit
camel,camel sap netweaver component work progress,yes,ds-02-commit
spark,spark user guide with java test suite vectorslicer add user guide vectorslicer with java test suite and python version vectorslicer note that python version does not support selecting names now closes from yinxusen spark,no,ds-02-commit
camel,copied license text from apache flink component,no,ds-02-commit
groovy,groovy refine gcl avoid occupying permanent area metaspace repeatedly same source code closes,no,ds-02-commit
beam,add dofnrunner listoutputmanager release notes moe migrated revid,no,ds-02-commit
nutch,fix versionnumber format and add dev suffix,no,ds-02-commit
lucene-solr,lucene port basicautomata stringunion from brics lucene,no,ds-02-commit
thrift,thrift zlib transport summary add new transport library tzlibtransport this wraps another transport just like tbufferedtransport compresses data written and uncompresses data reads reviewed mcslee test plan lib zlib ran bootstrap looked configure ran configure looked config status ran configure with zlib usr looked config status changed configure lib zlib ran configure watched fail tzlibtransport test zlibtest cpp code coverage hotness report sent with review line coverage all good stuff revert plan,no,ds-02-commit
incubator-pinot,prevent checking field replication while adding llc tables prevent checking field replication while adding llc tables llc tables not pay attention repliction only case hlc replication must equal multiple number realtime instances checking java and setting some arbitrary configured value does not help offline tables check correct but should done conditionally table type offline addressed review comments added verification put call well another attempt get this right cannot test llc unit test level kafka setup required commented out assert statement,no,ds-02-commit
qpid-dispatch,dispatch fix target war file name installation instructions,no,ds-02-commit
servicecomb-java-chassis,wip jav headerprocessor parameter change httpservletrequest,no,ds-02-commit
incubator-mxnet,simplify model bit with data api,yes,ds-02-commit
commons-lang,upating version release version well,no,ds-02-commit
attic-stratos,added function pretty printing json,no,ds-02-commit
hbase,revert due missing author hbase fix testfserrorsexposed increasing scanner timeout this reverts commit dbca bcd ebcf,no,ds-02-commit
shardingsphere,update docs,no,ds-02-commit
hudi,hudi remove unnecessary maxevent check and add some log kafkaoffsetgen,yes,ds-02-commit
camel,camel add more headers resulting exchange,no,ds-02-commit
hbase,hbase rolling restart have old value zookeeper znode unassiged config causing infinite loop,yes,ds-02-commit
incubator-heron,commit files masked bazel gitignore,no,ds-02-commit
helix,dds apache common cli gnuparser doesnt check number arguments each option added check that otherwise clustersetup will throw arrayoutoffboundary exception,no,ds-02-commit
drill,drill percentage usage memory reported zero webui memory reported percentage incorrectly reported irrespective actual usage closes,no,ds-02-commit
camel-k,fix kaniko build dir,no,ds-02-commit
kylin,kylin make user string granting operation project case insensitive,no,ds-02-commit
incubator-brooklyn,engr refactored locationutils more appropriate place,no,ds-02-commit
storm,local file system based code distributor initial implementation,yes,ds-02-commit
ambari,ambari switch order property description and error message display config validation popup onechiporenko,no,ds-02-commit
hbase,hbase logging improvements snapshot operations large manifests,yes,ds-02-commit
cxf,merge pull request from davidkarlsen fixparent add cxf security http signature parent,no,ds-02-commit
incubator-heron,merge remote tracking branch upstream master into website,no,ds-02-commit
ambari,ambari add possibility save configs from model ababiichuk,no,ds-02-commit
tinkerpop,fix bad formatting changelog,yes,ds-02-commit
trafodion,merge branch trafodion github com zcorrea incubator trafodion into trafodion,no,ds-02-commit
ambari,ambari raw mode tooltip message doesnt contain units richard zang via srimanth,no,ds-02-commit
camel-k,refactor trait nil podspec check added check raise error nil podspec affinity and toleration traits related unit test ref,no,ds-02-commit
airflow,improved compatibility with python convert signal sigterm int,yes,ds-02-commit
arrow,arrow python unable write pandas dataframe multiindex containing duplicate values parquet closes from cpcloud arrow and squashes following commits phillip cloud add test parquet roundtripping with dups phillip cloud arrow python unable write pandas dataframe multiindex containing duplicate values parquet,yes,ds-02-commit
cxf,update spring version,no,ds-02-commit
gobblin,gobblin add mysql implementation specstore closes from jack moseley mysql spec store,no,ds-02-commit
cloudstack,bug add more log,yes,ds-02-commit
commons-lang,increase test coverage tostringbuilder class,yes,ds-02-commit
camel,regen,no,ds-02-commit
avro,avro add protocol support avroj induce tool,no,ds-02-commit
cassandra,fix crash when comparing supercolumns since they cannot sorted time,no,ds-02-commit
groovy,bump asm version beta,no,ds-02-commit
lucene-solr,solr zkmaintenanceutils clean doesnt remove nodes with same length fixes,no,ds-02-commit
beam,this closes,no,ds-02-commit
cloudstack,travis use explicit change directory and use build rat check this tries fix build failures seen job travis also fixes pylint issue,no,ds-02-commit
jmeter,updated jodd jar from,no,ds-02-commit
incubator-mxnet,remove omp which can cause ssd accuracy variance,no,ds-02-commit
accumulo,accumulo added deleteauths shell command reciprocate addauths command ticket leaves option two commands addauths commands was already added ticket also suggests transaction add remove command using atomic operation this was not done not sure necessary involves adjusting api security operations and adding more complex code zookeeper interaction,yes,ds-02-commit
cloudstack,merge branch master into plugins conflicts index jsp,no,ds-02-commit
attic-stratos,add member stat context pending members that they will accounted scaling down member selection,no,ds-02-commit
tinkerpop,fix javadoc,no,ds-02-commit
camel-quarkus,adding dependency make example work because,no,ds-02-commit
hive,hive release codecs and output streams between flushes rcfile owen omalley via ashutosh chauhan,no,ds-02-commit
camel,camel old syntax ref values should handled specially reflection configurer options that are string type based,no,ds-02-commit
tomee,using real non pooled multithreaded access test concurrent code execution stateful bean,no,ds-02-commit
hadoop,yarn allow additional flag docker inspect call contributed chandni singh,no,ds-02-commit
avro,avro add python support fixed sized types contributed sharad,no,ds-02-commit
couchdb,fix bug reverse folding with startkey docid fixes issue where first was skipped startkey docid was included,no,ds-02-commit
brooklyn-server,closes test framework testng runner useful running test framework tests live tests project from test included example usage,no,ds-02-commit
activemq-artemis,this closes,no,ds-02-commit
couchdb,fix css files addon mode,no,ds-02-commit
cassandra,add string serialize code tokenfactory applicationstates benefit patch jbellis tested and markr cassandra,no,ds-02-commit
beam,avoid comparison with param default type signature analysis this can cause issues when result comparison with defualt not boolean case with numpy arrays,no,ds-02-commit
brooklyn-server,this closes,no,ds-02-commit
arrow,arrow python only permit zero copy dataframe block construction when split blocks true found that some code wild assumed that arrays inside dataframe resulting from pandas are always writable result new memory being allocated only apply zero copy optimizations split blocks case which presumably will used memory conscious users who will okay with this closes from wesm arrow and squashes following commits wes mckinney only permit zero copy dataframe block construction when split blocks true,no,ds-02-commit
flink,fixed typo javadoc,yes,ds-02-commit
accumulo,merge branch snapshot into snapshot,no,ds-02-commit
avro,avro stop infinite recursion genericdata tostring,yes,ds-02-commit
camel,camel remove camel script component,no,ds-02-commit
couchdb,fauxton add typeahead support jump doc simple type ahead support check start also checks document exists not return back all docs list,no,ds-02-commit
hive,hive support initial file option new cli beeline cli branch ferdinand reviewed xuefu zhang,no,ds-02-commit
trafficcontrol,reduce complexity trafficrouter dns route method,no,ds-02-commit
camel,use libphonenumer bundle camel sms karaf feature,no,ds-02-commit
daffodil,baseline test added fixed,no,ds-02-commit
attic-stratos,adding database creation command mysqlscript sql file,no,ds-02-commit
hudi,hudi fix path error when update non partition mor table,no,ds-02-commit
couchdb,improve error logging replication write failures error happens when writing document target endpoint log its revision error and error reason also added few tests cover cases where target has validate doc update functions,yes,ds-02-commit
infrastructure-puppet,merge pull request from apache humbedooh infra infra add fineract pmc auth templates,no,ds-02-commit
incubator-weex,merge branch android feature playground update https github com misakuo incubator weex into merge pull request master,no,ds-02-commit
activemq,amq fixed shutting down amq standalone does not raise exception,no,ds-02-commit
activemq-artemis,artemis activemqtestbase threaddump should print information about locks and deadlocks improved implementation activemqtestbase threaddump which uses threadmxbean getting information about threads including locks and deadlocks,no,ds-02-commit
madlib,linear regression return null data has been seen static cast rebind call from constructor,no,ds-02-commit
airflow,increasing timeout gunicorn,no,ds-02-commit
cxf,log accesstokenservice error,no,ds-02-commit
trafficcontrol,this closes,no,ds-02-commit
ignite,added test ignite,no,ds-02-commit
cloudstack,cloudstack add automation tests vms base image update faclity,no,ds-02-commit
shardingsphere,english javadoc config module,no,ds-02-commit
cloudstack,bug not set default route some cases,no,ds-02-commit
brooklyn-server,covert from groovy java converts brooklyn policy loadbalancing movable brooklyn entity messaging topic brooklyn entity messaging amqp amqpexchange brooklyn entity messaging amqp amqpserver,no,ds-02-commit
tomee,read persistence context annotation using asm when embedded tomcat with invalid persistence context annotation class,no,ds-02-commit
shardingsphere,test cases,no,ds-02-commit
brooklyn-server,remove unnecessary annotation https github com apache incubator brooklyn pull discussion,yes,ds-02-commit
nutch,nutch improvement segmentchecker skipping non segments present segments directory,no,ds-02-commit
incubator-pinot,add confluent schema registry avro message decoder,no,ds-02-commit
ignite,ignite logging baseline auto adjust,no,ds-02-commit
systemds,hotfix systemml,no,ds-02-commit
flink,hotfix tests remove problematic mocking from streamtasktest problem was whennew mocking which could lead streamtask,no,ds-02-commit
trafficserver,update changes,no,ds-02-commit
shardingsphere,add cleanenvironment initenvironment,no,ds-02-commit
lucene-solr,lucene arrayutil collectionutil sort methods now exit early empty one element lists arrays,no,ds-02-commit
kylin,add,no,ds-02-commit
hawq,hawq fix exception decryptpassword twice lookupresource,no,ds-02-commit
tvm,community junrushao reviewer,no,ds-02-commit
flink,flink scripts not log about hadoop conf dir hadoop classpath set,no,ds-02-commit
cxf,cxf add another test that tests port open but service there,no,ds-02-commit
cassandra,merge branch cassandra into cassandra,no,ds-02-commit
incubator-brooklyn,added login controller and grails generated empty folders test,no,ds-02-commit
systemds,systemds add lineage specific flags systemds config this patch adds two lineage specific configurations enable disable cache spilling and enable disable compiler assisted dynamic rewrites both are true default these flags help automating microbenchmarks,no,ds-02-commit
shardingsphere,add test case,no,ds-02-commit
groovy,correct method call logic static methods and make meta class path take right method,no,ds-02-commit
lucene-solr,clear more warnings modules contrib,yes,ds-02-commit
spark,spark spark core fixed compilation error scala scala has deterministic naming scheme generated methods which return default arguments here one default argument overloaded method has removed closes from tijoparacka fix compilation error scala and squashes following commits bba tijo thomas fixed compilation error scala,no,ds-02-commit
geode-native,commit integrated security,no,ds-02-commit
camel-quarkus,test azure extension with azurite fixes,no,ds-02-commit
cloudstack,fix error detailview data list view row undefined,no,ds-02-commit
activemq,transport could deadlock between iterate method and oneway method when async message buffer used transport fills change synchronization logic make use valve avoid needing lock mutexes long,no,ds-02-commit
camel,camel modify gulpfile generate bundling components nav,no,ds-02-commit
camel,regen,no,ds-02-commit
hadoop,mapreduce added unmanaged mode ams ease development new applications contributed bikas saha,no,ds-02-commit
accumulo,accumulo improved,no,ds-02-commit
trafficserver,make post slow server test work docker container some reason redirecting standard error into standard output curl command causes line standard output lost when running linux docker container macos also made few other small tweaks test,no,ds-02-commit
flink,flink coordination resourcemanager tracks clusterpartitions,no,ds-02-commit
myfaces-tobago,fixed scm url,no,ds-02-commit
incubator-mxnet,lenet example not tested,yes,ds-02-commit
cassandra,versions release,no,ds-02-commit
shardingsphere,fix travis,no,ds-02-commit
netbeans,merge pull request from junichi netbeans vardoc netbeans php autocompletion partially broken,no,ds-02-commit
ambari,ambari security wizard successive refreshes some point results blank screen jaimin,no,ds-02-commit
airflow,adding new hdfs hook using python compatible package,no,ds-02-commit
flink,docs make nav bar scroll instead fixing top gain some precious space which helps people reading docs,no,ds-02-commit
cxf,cxf ending with optionally converting clear form userinfo string,no,ds-02-commit
beam,tests reading windowed side input from resumed sdf call,no,ds-02-commit
karaf,fix gogo webconsole plugin broken dec,no,ds-02-commit
geode,implementation availableport isportavailable multicast availableport utility has not had support finding free multicast port since feature geode was merged develop branch this change set enables old multicast code availableport and implements check response its datagrams jgroupsmessenger jgroups transport method receiving packets overridden look these datagrams and respond them also renamed availableport jgroups availableport multicast which describes kind port thats being tested little better,yes,ds-02-commit
ambari,ambari changes yarn configs require restarting oozie aonishuk,no,ds-02-commit
spark,spark build remove set from docker image tool what changes were proposed this pull request ? remove set from docker image tool why are changes needed ? image tool prints out information that may confusing does this introduce any user facing change ? less information displayed docker image tool how was this patch tested ? ran docker image tool locally closes from holdenk spark remove extranious info from docker image tool,yes,ds-02-commit
jmeter,normalize eol cmd and bat files,no,ds-02-commit
calcite,checkstyle enable javadoctype most files,no,ds-02-commit
tomee,tomee enhancing logging,yes,ds-02-commit
ozone,hdds update all documentation use ozonefs hadoop instead legacy current,no,ds-02-commit
geode-native,geode remove createkey value templates use serializable create specialize creating cacheable objects use cacheablekey create specialize creating key objects,no,ds-02-commit
orc,update site prefer https instead http,no,ds-02-commit
lucene-solr,lucene fix test either use not dont mix that catch any bugs ssdvffs drill down,no,ds-02-commit
hive,hive iocontext problem with multiple mapworks cloned multi insert spark branch,no,ds-02-commit
camel-k,fix make sure annotations are propagated correctly knative service,no,ds-02-commit
phoenix,phoenix phoenixhbase load and store funcs should handle all pig data types,no,ds-02-commit
fluo,exclude classpath with mini new tried running phrasecount with mini and tserver was looking classes hdfs,no,ds-02-commit
hadoop,hdfs speed shutdown datanode during rolling upgrade contributed kihwal lee,yes,ds-02-commit
hive,hive update apache directory server version zoltan haindrich reviewed laszlo bodor,no,ds-02-commit
incubator-pinot,self serve onboarding acceptance test transition alert page self serve onboarding acceptance test transition alert page,no,ds-02-commit
ambari,ambari compilation error due import from relocated package,no,ds-02-commit
shardingsphere,merge pull request from xiao guang dev prepare support batch insert insert,no,ds-02-commit
storm,storm use class normalized resources not map,no,ds-02-commit
camel-quarkus,simplify component configuration box fhir google itests,yes,ds-02-commit
cassandra,fix post bytebuffer hint delivery patch sylvain lebresne reviewed jbellis cassandra,no,ds-02-commit
groovy,add test case new hasvariable method binding,no,ds-02-commit
couchdb,merge pull request from apache prototype fdb layer ebtree speedy tests speed ebtree test suite without losing coverage,yes,ds-02-commit
beam,merge pull request from huygaa master beam removed beam website check from beam build dependency,no,ds-02-commit
pulsar,fixed pulsar spark pom version,no,ds-02-commit
trafficserver,merge pull request from jpeach fix stale while revalidate plugin memory corruption,no,ds-02-commit
activemq,merge pull request from deeyes failing cronparsertest inindia jira cronparsertest failing indian standardtime,no,ds-02-commit
spark,spark sql add add and subtract expressions intervaltype jira https issues apache org jira browse spark add add and subtract expressions intervaltype this patch had conflicts when merged resolved committer reynold xin rxin databricks com closes from viirya interval add subtract and squashes following commits acd liang chi hsieh merge remote tracking branch upstream master into interval add subtract abae liang chi hsieh comments liang chi hsieh merge remote tracking branch upstream master into interval add subtract dbe liang chi hsieh comments liang chi hsieh merge remote tracking branch upstream master into interval add subtract liang chi hsieh remove intervalmethod acfe liang chi hsieh fix scala style liang chi hsieh add add and subtract expressions intervaltype,yes,ds-02-commit
accumulo,replace collections sort with list sort jdk calls collections sort list comparator can replaced with list sort comparator,no,ds-02-commit
incubator-pinot,new aggregation resolve some java style warning remove explicit casting pinot dev reviewers jfim mshrivas kgopalak vradhakr atumbde raringun ssubrama mshrivas,yes,ds-02-commit
kafka,kafka validate sasl extensions through callback server side,no,ds-02-commit
trafodion,trafodion changed interpretation zclient library errors returned correctly handle associated znode,no,ds-02-commit
systemds,systemds append operations rbind cbind over lists matrices initial version rbind cbind list matrices single list only matrices only local execution closes,no,ds-02-commit
incubator-brooklyn,this closes,no,ds-02-commit
kylin,remove duplicated dependencies from pom xml and monitor pom xml,yes,ds-02-commit
jena,mention script changes,no,ds-02-commit
infrastructure-puppet,fallback,no,ds-02-commit
tvm,runtime crt support dltensor whose ndim,no,ds-02-commit
drill,update mapr artifacts version,no,ds-02-commit
karaf,update blueprint groupid artifactid,no,ds-02-commit
reef,make git check tabs indent trailing whitespaces and dangling blank lines java files,no,ds-02-commit
parquet-mr,merge pull request from lukasnalezenec protobuf protobuf dependency version changed from,no,ds-02-commit
shardingsphere,add oracle ddl table related statements parser,no,ds-02-commit
hadoop,mapreduce race conditions indexcache kihwal lee via tgraves,no,ds-02-commit
qpid-dispatch,dispatch additional fix failing test system test one router,no,ds-02-commit
hadoop,yarn testresourcemanager relies scheduler assigning multiple containers single node update sandy ryza via kasha,no,ds-02-commit
incubator-doris,enhancement fill assignment param bucket shuffle and colocate shuffle debug when doris debug mode function coordinator traceinstance used print physical execute plan fragment instance debug function coordinator traceinstance uses param scanrangeassignment print detail fragment but bucket shuffle join and colocate shuffle join not fill param that will cause debug not work well this path fill assignment param bucket shuffle and colocate shuffle debug,no,ds-02-commit
ignite,ignite migrate test suites that are fixed lists test classes from junit fixes,no,ds-02-commit
beam,delete debugging comment,yes,ds-02-commit
tinkerpop,added net api docs vote thread email template ctr,no,ds-02-commit
incubator-pinot,raise threshold using mmap inverted index creation from have experienced very high stopping thread time while generating huge inverted index with mmap files writing mmap files could potentially cause super long stopping thread time and cause server minion lose connection raise threshold use direct memory value buffer size smaller than solve issue generating extremely large inverted index over values could still face same issue but want keep threshold prevent running out direct memory,no,ds-02-commit
storm,storm add doc descriptions topology acker executors,no,ds-02-commit
spark,spark sparkr make dataframe show consistent with that scala and pyspark closes from rekhajoshm fix spark and squashes following commits cfc joshi spark updated patch review comments becc joshi spark update dataframe rekha joshi merge pull request from apache master,no,ds-02-commit
tinkerpop,tinkerpop gryo wip,no,ds-02-commit
jena,refactor make httpaction objects and servlets independent jetty indirect dependency existed httpaction sparqlserver refactoring step towards jena deliver fuseki war file,yes,ds-02-commit
echarts,typo,yes,ds-02-commit
tvm,run verifier during llvm code generation,no,ds-02-commit
tinkerpop,selectstep now uses scope getscopevaluebykey helper method,no,ds-02-commit
jena,use contenttyperdfjson,no,ds-02-commit
spark,code refactor according comments,no,ds-02-commit
infrastructure-puppet,updated both moin and translate use server status over https reason secure just less messy redirects needed,no,ds-02-commit
camel,upgraded hapi and fixed two tiny bugs dataformat isvalidate mllpconfig isvalidate methods,no,ds-02-commit
activemq,fixes amq queuebrowser missing messages first browse,no,ds-02-commit
fineract,update core ddl minimum reference data deploying mifosx platform,no,ds-02-commit
activemq,setter max duration,no,ds-02-commit
dubbo,merge pull request fix unstable hessian protocol unit test adding overload fixed fixed,no,ds-02-commit
tomee,ensure have cxf client api,no,ds-02-commit
trafodion,small changes and error checking,no,ds-02-commit
myfaces-tobago,tomcat deploy,no,ds-02-commit
systemds,systemml warn result size when call through mlcontext,no,ds-02-commit
netbeans,fixed relative position nbbuild dir,no,ds-02-commit
parquet-mr,parquet use try with resource apache avro tests,no,ds-02-commit
kylin,remove backup tomcat conf step,no,ds-02-commit
arrow,arrow fix crash unsupported ipc stream detect situations where have delta dictionary with unresolved nested dictionary found oss fuzz should fix following issue https bugs chromium org oss fuzz issues detail ? closes from pitrou arrow ipc stream fuzz,no,ds-02-commit
beam,windowing java worker code handle combinefn batch release notes moe migrated revid,no,ds-02-commit
systemds,systemml fix forced parfor program recompile invalid selective parfor util script sample dml failed with dimension mismatch special cases where remote memory budget map reduce tasks was larger than driver memory budget and permutation matrix multiplication would compiled local parfor but remote parfor execution parfor optimizer selects remote parfor these cases trigger forced recompile which internally tries reduce overhead recompiling only dags where runtime plan contains instructions this selective recompilation invalid with permutation matrix multiplications that stretch two subsequent basic block dags and first dag does not necessarily contain instructions this patch removes this selective compilation because meanwhile compile average dags,no,ds-02-commit
attic-apex-core,reorg imports,yes,ds-02-commit
hive,hive hbase metastore chokes partition with name gates,no,ds-02-commit
nifi,nifi makes deprecationnotice more intuitive this closes update developers guide how deprecate component,yes,ds-02-commit
activemq,fixed pom xml format error,no,ds-02-commit
cassandra,fix changes merge,no,ds-02-commit
kafka,kafka describegroup uses member assignment metadata closes from dajac kafka,no,ds-02-commit
ambari,ambari perf cluster save configurations config group takes mpapirkovskyy,yes,ds-02-commit
cloudstack,cloudstack use macchinina template failing tests switches macchinina template tests modifies ostype macchinina template other linux bit check template download status fixes nonetype iterable issue,no,ds-02-commit
tomee,avoiding add twice same url,no,ds-02-commit
druid,bump server metrics catch few fixes,no,ds-02-commit
superset,chore remove harmless incubator refs chore migrate all harmless incubator refs like comments and documentation files chore migrate all superset incubator apache org superset apache org chore migrate dist apache org refs chore removing incubating and disclaimer fix linting issues,no,ds-02-commit
cloudstack,bug ovm volume download volume failed both root and data volumes return volume name instead full path ingratiate mgmt servers bad name convention,yes,ds-02-commit
jmeter,its enhancement view results tree,no,ds-02-commit
hbase,hbase flush task message may confusing when region recovered gabor liptak,yes,ds-02-commit
storm,move trident examples own package,no,ds-02-commit
kafka,minor remove ignored tests that hang added new versions eos tests,yes,ds-02-commit
tinkerpop,all strategies are final they have private constructors,no,ds-02-commit
lucene-solr,lucene add matt ericson coauthor,no,ds-02-commit
myfaces-tobago,minor improvements moved jsf and jsf artifacts myfaces and myfaces profile update openwebbeans version,no,ds-02-commit
camel,camel camel github authentication with username password removed its longer possible github,yes,ds-02-commit
jmeter,bug jsyntaxtextarea strange behaviour first undo bugzilla,no,ds-02-commit
groovy,remove printlns and commented out code from negateliststest,no,ds-02-commit
myfaces-tobago,tobago command facet panel hotfix make panel visible sheet,no,ds-02-commit
ambari,ambari namenode dir textarea vanishes when value contains home path akovalenko,no,ds-02-commit
cloudstack,merge branch master into plugins,no,ds-02-commit
jmeter,bug introduce retry behavior remote testing fix test,no,ds-02-commit
trafficcontrol,remove dumper from ort,no,ds-02-commit
cxf,switch apache karaf minimal osgi tests,no,ds-02-commit
cxf,cxf detect where slf logging and try and same also fix version slf api jar being picked,no,ds-02-commit
cassandra,merge branch cassandra into trunk,no,ds-02-commit
helix,helix fix ivy files issue,no,ds-02-commit
griffin,license update closes from justact apichange,no,ds-02-commit
couchdb,new couch event listen api this function doesnt return but allows process become event listener useful rpc situations avoid spawning extra process and doubling message passing,no,ds-02-commit
myfaces-tobago,jsf should okay tobago,no,ds-02-commit
cloudstack,increasing timeout values seconds from seconds timeout ssh related test cases increased based upon few test run observations where ssh taking more time during restart scenarios example have done few changes streamline ssh library this addition those keep less ssh script issues,no,ds-02-commit
cloudstack,merge remote tracking branch origin master into cloud agent with openvswitch,no,ds-02-commit
lucene-solr,build fix javadoc targets,no,ds-02-commit
usergrid,merge branch usergrid into usergrid appinfofix conflicts stack test utils src main java org apache usergrid setup java,no,ds-02-commit
spark,spark fix hive tests which fail hadoop sbt build errorpositionsuite and one hivecomparisontest tests have been consistently failing hadoop sbt build but other builds believe that this due test isolation issues tests sharing state via sets temporary tables that are registered testhive this patch attempts improve isolation these tests order address this issue closes from joshrosen fix failing hadoop hive tests,no,ds-02-commit
camel,upgrade aws sdk version,no,ds-02-commit
camel,camel upgrade lucene,no,ds-02-commit
karaf,karaf upgrade pax web,no,ds-02-commit
camel,camel apply same fix cxfconsumer cxfrsconsumer,no,ds-02-commit
ambari,ambari installing repo packages needs more robust handle actual version installed when script killed because timeout alejandro,yes,ds-02-commit
lucene-solr,updating changes txt multicore changes,no,ds-02-commit
cloudstack,bug forgot one more place reviewed kelven,no,ds-02-commit
hadoop,merge trunk into branch,no,ds-02-commit
jmeter,bug improve smtpsampler request output,no,ds-02-commit
hbase,revert hbase limit concurrency put with dense hundreds columns prevent write handler exhausted this reverts commit ccec ddfb,no,ds-02-commit
incubator-mxnet,make change,no,ds-02-commit
lucene-solr,lucene handle case where generate only pair identical planes might happen when center near pole,no,ds-02-commit
